date,open,high,low,close,volume
2021-11-08,12.71,12.84,12.59,12.60,5665
2021-11-09,12.60,12.67,12.47,12.60,4737
2021-11-09,12.60,12.67,12.47,12.60,4737
2021-11-10,12.58,12.75,12.47,12.62,4674
2021-11-10,12.58,12.75,12.47,12.62,4674
2021-11-11,12.65,12.96,12.63,12.73,4926
2021-11-11,12.65,12.96,12.63,12.73,4926
2021-11-12,12.72,12.74,12.45,12.54,3532
2021-11-12,12.72,12.74,12.45,12.54,3532
2021-11-15,12.54,12.67,12.37,12.53,5084
2021-11-15,12.54,12.67,12.37,12.53,5084
2021-11-16,12.53,12.63,12.31,12.36,4263
2021-11-16,12.53,12.63,12.31,12.36,4263
2021-11-17,12.27,12.42,12.27,12.40,3926
2021-11-17,12.27,12.42,12.27,12.40,3926
2021-11-18,12.48,12.70,12.27,12.31,7069
2021-11-18,12.48,12.70,12.27,12.31,7069
2021-11-19,12.31,12.40,12.07,12.37,6171
2021-11-19,12.31,12.40,12.07,12.37,6171
2021-11-22,12.33,12.65,12.20,12.29,3899
2021-11-22,12.33,12.65,12.20,12.29,3899
2021-11-23,12.29,12.40,12.21,12.33,3757
2021-11-23,12.29,12.40,12.21,12.33,3757
2021-11-24,12.45,12.45,12.24,12.34,5942
2021-11-24,12.45,12.45,12.24,12.34,5942
2021-11-25,12.39,12.42,12.25,12.37,3672
2021-11-25,12.39,12.42,12.25,12.37,3672
2021-11-26,12.38,12.44,12.16,12.21,2939
2021-11-26,12.38,12.44,12.16,12.21,2939
2021-11-29,12.02,12.09,11.97,12.06,5913
2021-11-29,12.02,12.09,11.97,12.06,5913
2021-11-30,12.05,12.24,12.02,12.07,5411
2021-11-30,12.05,12.24,12.02,12.07,5411
2021-12-01,12.00,12.15,11.97,12.08,4961
2021-12-01,12.00,12.15,11.97,12.08,4961
2021-12-02,12.08,12.26,12.03,12.07,7084
2021-12-02,12.08,12.26,12.03,12.07,7084
2021-12-03,12.02,12.14,11.84,12.09,10354
2021-12-03,12.02,12.14,11.84,12.09,10354
2021-12-06,12.13,12.24,12.00,12.20,12656
2021-12-06,12.13,12.24,12.00,12.20,12656
2021-12-07,12.20,12.29,12.10,12.17,8374
2021-12-07,12.20,12.29,12.10,12.17,8374
2021-12-08,12.12,12.20,12.05,12.16,4252
2021-12-08,12.12,12.20,12.05,12.16,4252
2021-12-09,12.06,12.39,12.06,12.35,13653
2021-12-09,12.06,12.39,12.06,12.35,13653
2021-12-10,12.26,12.70,12.26,12.56,12179
2021-12-10,12.26,12.70,12.26,12.56,12179
2021-12-13,12.56,12.72,12.36,12.41,10790
2021-12-13,12.56,12.72,12.36,12.41,10790
2021-12-14,12.30,12.46,12.18,12.44,8459
2021-12-14,12.30,12.46,12.18,12.44,8459
2021-12-15,12.41,12.51,12.30,12.47,6117
2021-12-15,12.41,12.51,12.30,12.47,6117
2021-12-16,12.40,12.55,12.35,12.50,4636
2021-12-16,12.40,12.55,12.35,12.50,4636
2021-12-17,12.50,12.94,12.45,12.80,14425
2021-12-17,12.50,12.94,12.45,12.80,14425
2021-12-20,12.78,13.05,12.60,13.00,11243
2021-12-20,12.78,13.05,12.60,13.00,11243
2021-12-21,13.00,13.51,12.86,13.34,14847
2021-12-21,13.00,13.51,12.86,13.34,14847
2021-12-22,13.46,13.65,13.18,13.25,12904
2021-12-22,13.46,13.65,13.18,13.25,12904
2021-12-23,13.25,13.41,13.06,13.15,10814
2021-12-23,13.25,13.41,13.06,13.15,10814
2021-12-24,13.27,13.28,12.90,13.05,8853
2021-12-24,13.27,13.28,12.90,13.05,8853
2021-12-27,13.30,13.51,13.06,13.26,8765
2021-12-27,13.30,13.51,13.06,13.26,8765
2021-12-28,13.17,13.61,13.17,13.44,7527
2021-12-28,13.17,13.61,13.17,13.44,7527
2021-12-29,13.44,13.75,13.26,13.49,7320
2021-12-29,13.44,13.75,13.26,13.49,7320
2021-12-30,13.41,13.72,13.31,13.56,5607
2021-12-30,13.41,13.72,13.31,13.56,5607
2021-12-31,13.57,13.80,13.43,13.59,4472
2021-12-31,13.57,13.80,13.43,13.59,4472
2022-01-04,13.83,13.83,13.35,13.71,12858
2022-01-04,13.83,13.83,13.35,13.71,12858
2022-01-05,14.36,14.37,13.09,13.27,11635
2022-01-05,14.36,14.37,13.09,13.27,11635
2022-01-06,13.32,13.60,13.27,13.35,8429
2022-01-06,13.32,13.60,13.27,13.35,8429
2022-01-07,13.40,13.59,13.08,13.10,8368
2022-01-07,13.40,13.59,13.08,13.10,8368
2022-01-10,13.35,13.42,13.08,13.18,8918
2022-01-10,13.35,13.42,13.08,13.18,8918
2022-01-11,13.42,13.66,13.21,13.40,10396
2022-01-11,13.42,13.66,13.21,13.40,10396
2022-01-12,13.41,13.57,13.28,13.54,8948
2022-01-12,13.41,13.57,13.28,13.54,8948
2022-01-13,13.69,14.05,13.36,13.92,15656
2022-01-13,13.69,14.05,13.36,13.92,15656
2022-01-14,13.62,13.63,12.99,13.46,20201
2022-01-14,13.62,13.63,12.99,13.46,20201
2022-01-17,13.22,14.50,13.06,13.19,15563
2022-01-17,13.22,14.50,13.06,13.19,15563
2022-01-18,13.19,13.27,12.95,13.08,8476
2022-01-18,13.19,13.27,12.95,13.08,8476
2022-01-19,13.08,13.25,12.96,13.17,13042
2022-01-19,13.08,13.25,12.96,13.17,13042
2022-01-20,13.25,13.29,12.84,13.16,8033
2022-01-20,13.25,13.29,12.84,13.16,8033
2022-01-21,12.93,13.15,12.91,13.10,5402
2022-01-21,12.93,13.15,12.91,13.10,5402
2022-01-24,13.10,13.14,12.83,12.98,6558
2022-01-24,13.10,13.14,12.83,12.98,6558
2022-01-25,12.95,12.95,12.23,12.39,4940
2022-01-25,12.95,12.95,12.23,12.39,4940
2022-01-26,12.36,12.77,12.17,12.77,5586
2022-01-26,12.36,12.77,12.17,12.77,5586
