date,open,high,low,close,volume
2021-11-08,9.70,9.75,9.62,9.65,25723
2021-11-09,9.63,9.74,9.62,9.70,24818
2021-11-09,9.63,9.74,9.62,9.70,24818
2021-11-10,9.69,10.04,9.62,9.98,52053
2021-11-10,9.69,10.04,9.62,9.98,52053
2021-11-11,10.00,10.65,9.94,10.58,112906
2021-11-11,10.00,10.65,9.94,10.58,112906
2021-11-12,10.42,10.44,10.10,10.24,76752
2021-11-12,10.42,10.44,10.10,10.24,76752
2021-11-15,10.21,10.31,10.06,10.21,36327
2021-11-15,10.21,10.31,10.06,10.21,36327
2021-11-16,10.16,10.31,10.14,10.18,24989
2021-11-16,10.16,10.31,10.14,10.18,24989
2021-11-17,10.25,10.26,10.11,10.21,21998
2021-11-17,10.25,10.26,10.11,10.21,21998
2021-11-18,10.21,10.22,10.01,10.02,27946
2021-11-18,10.21,10.22,10.01,10.02,27946
2021-11-19,10.02,10.25,9.96,10.17,33836
2021-11-19,10.02,10.25,9.96,10.17,33836
2021-11-22,10.11,10.17,10.03,10.05,27590
2021-11-22,10.11,10.17,10.03,10.05,27590
2021-11-23,10.07,10.18,10.07,10.13,26895
2021-11-23,10.07,10.18,10.07,10.13,26895
2021-11-24,10.13,10.26,10.12,10.18,31466
2021-11-24,10.13,10.26,10.12,10.18,31466
2021-11-25,10.17,10.27,10.05,10.08,31671
2021-11-25,10.17,10.27,10.05,10.08,31671
2021-11-26,10.08,10.08,9.97,10.04,20403
2021-11-26,10.08,10.08,9.97,10.04,20403
2021-11-29,9.88,9.92,9.72,9.76,40424
2021-11-29,9.88,9.92,9.72,9.76,40424
2021-11-30,9.81,9.90,9.79,9.85,23125
2021-11-30,9.81,9.90,9.79,9.85,23125
2021-12-01,9.85,10.04,9.81,10.00,28569
2021-12-01,9.85,10.04,9.81,10.00,28569
2021-12-02,10.01,10.20,9.94,10.09,40626
2021-12-02,10.01,10.20,9.94,10.09,40626
2021-12-03,10.13,10.17,9.94,10.10,41746
2021-12-03,10.13,10.17,9.94,10.10,41746
2021-12-06,10.18,10.29,10.08,10.10,41740
2021-12-06,10.18,10.29,10.08,10.10,41740
2021-12-07,10.29,10.37,10.15,10.27,70979
2021-12-07,10.29,10.37,10.15,10.27,70979
2021-12-08,10.37,10.37,10.09,10.17,41902
2021-12-08,10.37,10.37,10.09,10.17,41902
2021-12-09,10.17,10.34,10.11,10.25,44159
2021-12-09,10.17,10.34,10.11,10.25,44159
2021-12-10,10.20,10.36,10.16,10.36,46876
2021-12-10,10.20,10.36,10.16,10.36,46876
